WKT,ResourceID,PRN TYPE,External Cross Reference Source,External Cross Reference Number,External Cross Reference Notes,Heritage Asset Name,Name Type,Artefact/Ecofact Type,Material,ArtefactType PERIOD,Artefact/Ecofact Type PERIOD FROM,Artefact/Ecofact Type PERIOD TO,Description,Description Type,Easting,Northing,Inscription Content,Inscription Language,Inscription Note,Inscription Script,Translation,Compiler,Date of Compilation,Date of Last Update,Dimension Type,Dimension Measurment Unit,Dimension Value,Recovery Method,Storage Location,Storage Reference Number
,DB9D04E8-3F6D-43FC-8075-36F1ECE5359F,,British Museum,"18,661,208.60","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=1333145&partId=1&museumno=1866,1208.6&page=1",,Primary,,,,,,,Summary,,,,,,,,,,,Width,Millimetres,610,,,
,DB9D04E8-3F6D-43FC-8075-36F1ECE5359F,,,,,,Primary,,,,,,,Summary,,,,,,,,,,,Diameter,Millimetres,210,,,
,DB9D04E8-3F6D-43FC-8075-36F1ECE5359F,,,,,,Primary,,,,,,,Summary,,,,,,,,,,,Weight,Kilograms,252.5,,,
POINT (-0.532487978116732 53.2318914463348),DBFCB96C-9668-47BF-8095-4D694CD7A76E,,Lincoln Heritage Database Event No,1622,,"""Iron Spearhead, Technical College""",Primary,SPEARHEAD,IRON,Uncertain,,,"""Iron spearhead""",Summary,498054,371544,,,,,,,,,,,,Chance find,The Collection,55.59
POINT (-0.484896813208311 53.2312600617982),DD0C3125-01BC-4926-A6FB-8036AFDE8036,,Lincoln Heritage Database Event No,11199,,"""Roman Bronze Fibula, Greetwell""",Primary,BROOCH,BRONZE,Roman,0043,0410,"""Find of a bronze fibula at Greetwell near Lincoln. It was enriched with enamel, white and blue, of two shades. The annular ornament was also filled in with blue enamel. (location uncertain Greetwell?)""",Summary,501232,371540,,,,,,,,,,,,Chance find,,
POINT (-0.546638256743504 53.2228324611171),DD522036-FB78-4EF1-944A-CE3D4E789226,,Lincoln Heritage Database Event No,10208,,"""Roman Urn, Gaunt Street""",Primary,CINERARY VESSEL,CERAMIC,Roman,0043,0410,"""Find of ""Roman Urn"" probably a cremation burial found during the construction of 51-73 Gaunt Street by builder C H Lucas. Deposited with museum 1st April 1913.""",Summary,497130,370517,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.5288643398584 53.2401352299598),DE865A44-DF83-46D6-AC76-25B8F2D6336A,,Lincoln Heritage Database Event No,4334,,"""Roman Flagon, Massey Road""",Primary,FLAGON,CERAMIC,Roman,0043,0410,"""Find of a late Roman flagon, exact location unknown.""",Summary,498277,372466,,,,,,,,,,,,Chance find,,
POINT (-0.512651625361089 53.2310252926493),DEE59A6D-F1EC-440B-8E82-D3226A6CE712,,Lincoln Heritage Database Event No,10646,,"""Roman Coin, 52 Hillside Avenue""",Primary,COIN,METAL,Roman,0043,0410,"""Find in a garden of Roman coin, an Antoninianus of Claudius Gothicus, AD268-270""",Summary,499380,371475,,,,,,,,,,,,Chance find,,
POINT (-0.544562709244078 53.2305921612091),DFB3C774-7BD2-4ABB-B74D-82C30702C3DA,,Lincoln Heritage Database Event No,9840,,"""Roman Pipes, Orchard Street""",Primary,WATER PIPE (ARCHITECTURAL),CERAMIC,Roman,0043,0410,"""Report of find; ""water pipes, thought to be Roman drains"".""",Summary,497251,371383,,,,,,,,,,,,Chance find,,
POINT (-0.536242113321845 53.2342749122256),DFD8F4CF-7169-40DB-8417-25923CBBB6B8,,Lincoln Heritage Database Event No,1506,,"""Medieval Glass, Lincoln Cathedral""",Primary,WINDOW GLASS,GLASS,Medieval,1066,1540,"""Medieval glass. Remounted in new panes""",Summary,497798,371804,,,,,,,,,,,,Chance find,The Collection,93.72
POINT (-0.535734819229525 53.2306997945083),DFE21DA9-7B2F-48CE-BA67-601901FC733D,,Lincoln Heritage Database Event No,7683,,"""Possible Roman Inhumation Burial, St Hughs Church""",Primary,HUMAN REMAINS,Bone,Roman,0043,0410,"""During the building of the church, a skeleton of a human and a skeleton of a horse were found at a depth of 14' (4.27m), 1' 6"" ( 46cm) from what is known as the old Roman road"" news cutting LC 9 Sep 1892. Possibly Roman.""",Summary,497840,371407,,,,,,,,,,,,Chance find,,
,DFE21DA9-7B2F-48CE-BA67-601901FC733D,,,,,,Primary,MAMMAL REMAINS,CERAMIC,Roman,0043,0410,,Summary,,,,,,,,,,,,,,,,
POINT (-0.53898560828258 53.2342276630853),E01F248D-63F5-436F-AE64-3C8DE9AE1775,,Lincoln Heritage Database Event No,1637,,"""Roman Grey Ware Pot, 3 Castle Hill""",Primary,POT,CERAMIC,Roman,0043,0410,"""Complete (restored) Roman grey ware pot""",Summary,497615,371795,,,,,,,,,,,,Chance find,The Collection,26.66
POINT (-0.539676449358652 53.2293367763346),E0281597-D2B2-4E1E-B853-E37170835A60,,Lincoln Heritage Database Event No,1515,,"""Clay Pipe Fragments, 6 Silver Street""",Primary,CLAY PIPE (SMOKING),CERAMIC,Post Medieval,1540,1901,"""Fragment of clay pipe bowl and stem, fragment of decorated clay pipe bowl and a sherd of Midlands purple ware c.16th century""",Summary,497580,371250,,,,,,,,,,,,Chance find,The Collection,109.74
POINT (-0.534790694796792 53.2311466646226),E068F31A-44D1-4AB3-B334-13BF7C7DA122,,Lincoln Heritage Database Event No,1424,,"""Roman Samian Ware, School of Art""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Samian ware fragments""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9229.06
POINT (-0.538454363892957 53.2348684043122),E1DC23A6-70FB-4AD5-89AC-0939B6EE7DDC,,Lincoln Heritage Database Event No,1432,,"""Roman Vessel, 90 Bailgate""",Primary,JUG,CERAMIC,Roman,0043,0410,"""Roman vessel - Siegburg jug with hare coursing design. Repaired""",Summary,497649,371867,,,,,,,,,,,,Chance find,The Collection,9280.06
POINT (-0.54490721445836 53.2283849171784),E32F813F-3FFC-4C64-9174-364B96619124,,Lincoln Heritage Database Event No,11132,,"""Post Medieval Sword, Brayford Pool""",Primary,SWORD,,Post Medieval,1540,1901,"""Report of a find of "" a sword with basket-hilt, of the times of the Commonwealth, dredged up in Brayford Mere""",Summary,497233,371137,,,,,,,,,,,,Chance find,,
POINT (-0.542896061983137 53.2240812795085),E3BA723F-2E71-45F5-A628-34456D788204,,Lincoln Heritage Database Event No,11098,,"""Fragment of Roman Tombstone, Monson Street""",Primary,TOMBSTONE,STONE,Roman,0043,0410,"""Fragment of tombstone found in Monson Street""",Summary,497377,370661,,,,,,,,,,,,Chance find,British Museum,
POINT (-0.538740028065978 53.2299995232066),E42D3327-D1EC-498F-9AF7-2E97D8146579,,Lincoln Heritage Database Event No,1593,,"""Undated Urn, 40 Silver Street""",Primary,URN,CERAMIC,Uncertain,,,"""Small urn with lattice pattern""",Summary,497641,371325,,,,,,,,,,,,Chance find,The Collection,23.39
POINT (-0.540790695913373 53.2278491523494),E44B37D6-CA72-4F76-86EB-C579039EABD3,,Lincoln Heritage Database Event No,1505,,"""Roman Vessel, 312 High Street""",Primary,POT,CERAMIC,Roman,0043,0410,"""Complete small Roman greyware vessel. Probably a local product (?Boultham) c.2nd-3rd century. Also a Nene Valley base""",Summary,497509,371083,,,,,,,,,,,,Chance find,The Collection,78.72
,E44B37D6-CA72-4F76-86EB-C579039EABD3,,,,,,Primary,SHERD,CERAMIC,Roman,0043,0410,,Summary,,,,,,,,,,,,,,,,
POINT (-0.53976660517249 53.2293288912),E4A263F8-43B5-446C-A8BA-86FCF25F122E,,Lincoln Heritage Database Event No,10678,,"""Post Medieval Pottery, 5 Silver Street""",Primary,SHERD,CERAMIC,Post Medieval,1540,1901,"""Find of sherd of Midland purple ware and clay pipe fragments by workmen in a pipe trench (rear of James Usher shop)""",Summary,497574,371249,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.54104754009527 53.2365992110563),E4C7D121-1383-4215-822A-8DD68C4F1C85,,Lincoln Heritage Database Event No,315,,"""Roman and Medieval finds, Westgate Water Tower""",Primary,UNIDENTIFIED OBJECT,,Roman,0043,0410,"""Numerous Roman and medieval finds during the construction of the tower, presented to the Museum""",Summary,497472,372056,,,,,,,,,,,,Chance find,The Collection,"756.10, 757.10, 758.10, 759.10, 760.10, 761.10, 762.10, 763.10, 770.10, 771.10, 772.10, 773.10, 774.10, 775.10, 776.10, 855.10, 861.10, 862.10, 863.10, 864.10, 865.10, 866.10, 1004.10, 1005.10, 1021.10, 491.11, 492.11, 493.11, 494.11, 60.77"
,E4C7D121-1383-4215-822A-8DD68C4F1C85,,,,,,Primary,UNIDENTIFIED OBJECT,,Early Medieval,0410,1066,,Summary,,,,,,,,,,,,,,,,
,E4C7D121-1383-4215-822A-8DD68C4F1C85,,,,,,Primary,UNIDENTIFIED OBJECT,,Medieval,1066,1540,,Summary,,,,,,,,,,,,,,,,
POINT (-0.539143928011188 53.2344183857588),E55888DC-1A03-4584-89C9-BCEC8487E649,,Lincoln Heritage Database Event No,1608,,"""Medieval Fragments, Castle Hill""",Primary,SHERD,CERAMIC,Medieval,1066,1540,"""Base and body of medieval flagon""",Summary,497604,371816,,,,,,,,,,,,Chance find,The Collection,34.55
,E55888DC-1A03-4584-89C9-BCEC8487E649,,,,,,Primary,FLAGON,CERAMIC,Medieval,1066,1540,,Summary,,,,,,,,,,,,,,,,
POINT (-0.535747057507667 53.2334148164292),E5CD465D-2035-4AFC-BB54-F152D5AEC322,,Lincoln Heritage Database Event No,1604,,"""Medieval Jug, 4 Vicars Court""",Primary,SHERD,CERAMIC,Medieval,1066,1540,"""Part of a small medieval jug""",Summary,497833,371709,,,,,,,,,,,,Chance find,The Collection,112.53
POINT (-0.537995283657892 53.234709950854),E6347475-2F26-47F0-B089-A44FDB8C99C8,,Lincoln Heritage Database Event No,10670,,"""Roman Coin, White Hart Hotel""",Primary,COIN,BRONZE,Roman,0043,0410,"""Find of a Roman coin; a bronze as of Nero AD 54-68. Obv. NERO CAESAR AVG P MAX;  Rev. S.C. Victory to left, shield inscribed SPQR. RIC 329/30. Found at the rear of the hotel during alterations.""",Summary,497680,371850,,,,,,,,,,,,Chance find,,
POINT (-0.534790694796792 53.2311466646226),E686279B-D361-41D1-ABAD-33F75DA4F92E,,Lincoln Heritage Database Event No,1460,,"""Jug, School of Art""",Primary,JUG,CERAMIC,Uncertain,,,"""Jug""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9629.06
POINT (-0.539402550141387 53.2325427212826),E81CD876-6804-40FD-8888-669F3F70DAF0,,Lincoln Heritage Database Event No,1610,,"""Medieval Flagon, Michaelgate""",Primary,FLAGON,CERAMIC,Medieval,1066,1540,"""Medieval coarse ware flagon with damaged rim""",Summary,497591,371607,,,,,,,,,,,,Chance find,The Collection,26.56
POINT (-0.557520804511547 53.204320144979),E883BFAD-6313-4E5E-AF2B-C743E1F27D27,,Lincoln Heritage Database Event No,10649,,"""Roman Pottery, 44 St Peters Avenue""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Find of Roman pottery; the rim and lug of handle of a grey ware vessel, warped and twisted like a waster.""",Summary,496445,368443,,,,,,,,,,,,Chance find,,
POINT (-0.534790694796792 53.2311466646226),E8B9FDBF-5B87-4936-9073-762C5E78452A,,Lincoln Heritage Database Event No,1436,,"""Roman Vessel, School of Art""",Primary,POT,CERAMIC,Roman,0043,0410,"""Roman vessel. Finely made and lightly decorated""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9289.06
POINT (-0.533955083908146 53.2354334387011),E8F5ABA2-D042-400F-9892-8A66AB927CFC,,Lincoln Heritage Database Event No,1565,,"""Roman Urn 18 Eastgate cemetery""",Primary,URN,CERAMIC,Roman,0043,0410,"""4th century Roman urn with 5 zones of scored decoration""",Summary,497948,371936,,,,,,,,,,,,Chance find,The Collection,107.35
POINT (-0.532661008113459 53.2316508560505),E93B331C-30BF-4273-97B0-2D417FFDFA8C,,Lincoln Heritage Database Event No,310,,"""Roman and Medieval pottery, Technical College""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""A quantity of Roman and medieval pottery was found and given to the Museum by the college principal""",Summary,498043,371517,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.538206100828136 53.2302806449828),E94C1625-F3E3-4811-8305-E07C111B54DE,,Lincoln Heritage Database Event No,1611,,"""Medieval Pottery, Co-op building Silver Street - Flaxengate""",Primary,SHERD,CERAMIC,Medieval,1066,1540,"""Medieval pottery""",Summary,497676,371357,,,,,,,,,,,,Chance find,The Collection,67.56
POINT (-0.541400692235842 53.22841397623),E97B1FA8-130C-4F73-8AC3-037D1092B71E,,Lincoln Heritage Database Event No,1559,,"""Undated Pottery, Marks & Spencer (Present site of)""",Primary,SHERD,CERAMIC,Uncertain,,,"""Early glazed pottery""",Summary,497467,371145,,,,,,,,,,,,Chance find,The Collection,25.34
POINT (-0.537408181036762 53.2295157269355),E9D47C0D-78BD-4FD5-95D5-79FAE1EF5C9A,,Lincoln Heritage Database Event No,1539,,"""Encaustic Tiles, Greyfriary Yard""",Primary,FLOOR TILE,ENCAUSTIC TILE,Uncertain,,,"""Encaustic tiles""",Summary,497731,371273,,,,,,,,,,,,Chance find,The Collection,937.13
POINT (-0.538206100828136 53.2302806449828),EA0A7310-2F6D-4942-BCA8-43F2413C5452,,Lincoln Heritage Database Event No,1612,,"""Roman Comb Side Plates, Co-op building Silver Street - Flaxengate""",Primary,COMB,Bone,Roman,0043,0410,"""Side plates with decoration from RB combs""",Summary,497676,371357,,,,,,,,,,,,Chance find,The Collection,70.56
POINT (-0.539286424953262 53.2429962366911),EA2A9CED-814F-45C5-B6F5-6E102AFFFD36,,Lincoln Heritage Database Event No,3066,,"""Roman Cremation Burial, TA Hall""",Primary,CREMATION,Bone,Roman,0043,0410,"""Find of Roman cremation burial ""on site of Drill Hall"". Exact location unknown. Part of a known cemetery""",Summary,497575,372770,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.538435305057378 53.2371874957676),EC481654-AF33-4CDC-A78B-6AD4E782713E,,Lincoln Heritage Database Event No,1575,,"""Roman Samian Ware, 50 Bailgate. Lincoln Co-op building Newport Arch""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Fragment of Roman samian ware. Form 30""",Summary,497645,372125,,,,,,,,,,,,Chance find,The Collection,369.37
POINT (-0.551574413987522 53.2416808612279),ECDCC0A4-63AA-45A3-8C04-914CF3E35F6F,,Lincoln Heritage Database Event No,1560,,"""Medieval Bronze Buckle, Long Leys Road brick yards""",Primary,BUCKLE,BRONZE,Medieval,1066,1540,"""Medieval narrow gilt bronze strap-end buckle""",Summary,496758,372607,,,,,,,,,,,,Chance find,The Collection,45.34
POINT (-0.53894085252865 53.2289412073461),ED8F80AF-4262-4353-8BEA-FE6106AFDBE9,,Lincoln Heritage Database Event No,323,,"""Roman and Medieval Pottery, Saltergate""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""During construction work on the (then) Woolworths site a quantity of Roman and medieval pottery was retrieved by the builders""",Summary,497630,371207,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.532798818824081 53.2420805319509),EF78C7F3-0BE3-4460-933B-164804CCC506,,Lincoln Heritage Database Event No,1602,,"""Roman Urn, 43 Broadway""",Primary,CINERARY VESSEL,CERAMIC,Roman,0043,0410,"""RB cinerary urn. Grave group from cremation burial""",Summary,498010,372677,,,,,,,,,,,,Chance find,The Collection,17.53
POINT (-0.537147238162099 53.2288203222063),EF8E2407-C639-4AE7-98DB-CE793B4BBD3A,,Lincoln Heritage Database Event No,7682,,"""Roman Urn, Central Hall""",Primary,URN,CERAMIC,Roman,0043,0410,"""Roman urn beneath new Central Hall 14"" high, 6"" in diameter across the body"" (Sep 1902).""",Summary,497750,371196,,,,,,,,,,,,Chance find,,
POINT (-0.540483527318923 53.2214627427361),EF956F6C-B8CC-48B7-8714-CB2203E62BAC,,Lincoln Heritage Database Event No,1516,,"""Clay Pipe Fragments, 65 Sincil Bank""",Primary,CLAY PIPE (SMOKING),CERAMIC,Post Medieval,1540,1901,"""Large collection of clay pipe fragments. Mostly stems, only a few bowls""",Summary,497544,370373,,,,,,,,,,,,Chance find,The Collection,118.74
POINT (-0.538044046680191 53.2372366357435),EFD682F9-1903-4105-BD02-DEBA81CD4C72,,Lincoln Heritage Database Event No,1504,,"""Post Medieval Tiles, Newport Arch Cottage""",Primary,TILE,TILE,Post Medieval,1540,1901,"""Late 16th-17th century roof tile""",Summary,497671,372131,,,,,,,,,,,,Chance find,The Collection,55.72
POINT (-0.538435305057378 53.2371874957676),F04D7275-B2B8-4362-BFA5-942B052C1294,,Lincoln Heritage Database Event No,1582,,"""Roman Samian Ware, 50 Newport. Lincoln Co-op building Newport Arch""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Fragment of Roman Samian ware. Form 37""",Summary,497645,372125,,,,,,,,,,,,Chance find,The Collection,378.37
POINT (-0.53837794881705 53.2349124155319),F0796C6A-7AF7-44FC-B624-61D1EFC90FFA,,Lincoln Heritage Database Event No,1450,,"""Medieval Pitcher, 90 Bailgate""",Primary,PITCHER,CERAMIC,Medieval,1066,1540,"""Large medieval pitcher.""",Summary,497654,371872,,,,,,,,,,,,Chance find,The Collection,9614.06
POINT (-0.53777885775271 53.2300686428939),F1229261-40B3-47FF-B48B-A61C3F886CAD,,Lincoln Heritage Database Event No,1492,,"""Undated Rims, Co-op Silver Street""",Primary,SHERD,CERAMIC,Uncertain,,,"""Vessel rims""",Summary,497705,371334,,,,,,,,,,,,Chance find,The Collection,60.09
POINT (-0.56335008485717 53.205514270684),F155EBC3-E984-4406-AD4D-D8EEA22A92B9,,Lincoln Heritage Database Event No,557,,"""Roman Pottery, Rookery Lane""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Pottery from Roman kiln site on Rookery Lane""",Summary,496053,368568,,,,,,,,,,,,Chance find,The Collection,47.78
POINT (-0.548204430509673 53.2318861302566),F2E1D209-77DB-4015-B592-33BBC69E77E2,,Lincoln Heritage Database Event No,10654,,"""Roman Coin, 4 Rudgard Lane""",Primary,COIN,METAL,Roman,0043,0410,"""Find of a Roman coin, an Antoninianus of Victorinus, reverse illegible.""",Summary,497005,371522,,,,,,,,,,,,Chance find,,
POINT (-0.526097661814441 53.2443351740201),F353EFAF-789C-435E-91D2-4F4337F16E99,,Lincoln Heritage Database Event No,8064,,"""Roman Aqueduct pipe fragment, 103 Nettleham Road""",Primary,WATER PIPE (ARCHITECTURAL),CERAMIC,Roman,0043,0410,"""A piece of Roman aqueduct pipe with mortar jacket noted in garden of 103 Nettleham Road, apparently dug up at that address.""",Summary,498452,372937,,,,,,,,,,,,Chance find,,
POINT (-0.548602498358116 53.2294188300428),F6651529-26CD-42E3-B6F9-8CBB31EE73B2,,Lincoln Heritage Database Event No,715,,"""Medieval and Post Medieval Pottery, Canoe Club, Brayford Pool""",Primary,SHERD,CERAMIC,Medieval,1066,1540,"""During general cleaning and tidying of the area medieval and post-medieval pottery and clay pipes were found""",Summary,496984,371247,,,,,,,,,,,,Chance find,The Collection,
,F6651529-26CD-42E3-B6F9-8CBB31EE73B2,,,,,,Primary,CLAY PIPE (SMOKING),CERAMIC,Post Medieval,1540,1901,,Summary,,,,,,,,,,,,,,,,
POINT (-0.534790694796792 53.2311466646226),F683D3F2-A23D-4ED2-A4DF-919A7D0765CA,,Lincoln Heritage Database Event No,1444,,"""Pipkin, School of Art""",Primary,PIPKIN,CERAMIC,Uncertain,,,"""Pipkin""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9604.06
POINT (-0.534790694796792 53.2311466646226),F6A246DE-D8D5-48E0-B3B3-B2DE524C9786,,Lincoln Heritage Database Event No,1431,,"""Roman Vessel, School of Art""",Primary,POT,CERAMIC,Roman,0043,0410,"""Roman vessel. Not perfect""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9279.06
POINT (-0.538435305057378 53.2371874957676),F6AEF032-E068-4985-81CD-DA69479C3FC3,,Lincoln Heritage Database Event No,1574,,"""Roman Samian Ware, 50 Bailgate. Lincoln Co-op building Newport Arch""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Fragment of Roman samian ware. Form 27. Stamp [CRAC]VAY""",Summary,497645,372125,,,,,,,,,,,,Chance find,The Collection,368.37
POINT (-0.538655435920555 53.2360035632339),F761BB34-F2D9-4696-AEA5-7D85CD951D64,,Lincoln Heritage Database Event No,1624,,"""Medieval Architectural Fragment, 27 Bailgate""",Primary,ARCHITECTURAL FRAGMENT,STONE,Medieval,1066,1540,"""Medieval architectural fragment""",Summary,497633,371993,,,,,,,,,,,,Chance find,The Collection,51.6
POINT (-0.536276484708573 53.2328280025266),F7B8BBEB-1813-4E08-956A-0B67DE6FC85A,,Lincoln Heritage Database Event No,650,,"""Roman and Medieval pottery, Usher Gallery grounds""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Roman, Late-Saxon, Saxo-Norman, medieval and modern pottery was found by chance. Exact location unknown""",Summary,497799,371643,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.524419431771991 53.2308209546188),F8B4E0EA-F1D6-4CB9-AFDC-FA5851907CD2,,Lincoln Heritage Database Event No,567,,"""Roman Pottery and Burials, Monks Road""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Roman black/grey ware with inhumations found somewhere on Monks Road""",Summary,498595,371436,,,,,,,,,,,,Chance find,The Collection,
,F8B4E0EA-F1D6-4CB9-AFDC-FA5851907CD2,,,,,,Primary,HUMAN REMAINS,Bone,Roman,0043,0410,,Summary,,,,,,,,,,,,,,,,
POINT (-0.537408181036762 53.2295157269355),F93BEFD7-A07C-4442-81C3-469F4B271DE6,,Lincoln Heritage Database Event No,1538,,"""Encaustic Tiles, Greyfriary Yard""",Primary,FLOOR TILE,ENCAUSTIC TILE,Uncertain,,,"""Encaustic tiles""",Summary,497731,371273,,,,,,,,,,,,Chance find,The Collection,936.13
POINT (-0.579563179030129 53.2155522640576),F9A806AC-CD33-4CE8-B84D-65DD7B6876A6,,Lincoln Heritage Database Event No,1616,,"""Roman Pottery, 21 Hartsholme Drive""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Roman pottery""",Summary,494948,369663,,,,,,,,,,,,Chance find,The Collection,14.58
POINT (-0.530717671613497 53.2350250034036),F9BE6D21-D0E6-4440-9424-2AB726836274,,Lincoln Heritage Database Event No,4576,,"""Roman Coins and Medieval pottery, 27 Greetwellgate""",Primary,COIN,METAL,Roman,0043,0410,"""Chance finds from garden included Roman coins (Claudius, Constantine Ist- Museum ref. 3571). medieval and post-medieval pottery, and post-medieval glass.""",Summary,498165,371895,,,,,,,,,,,,Chance find,The Collection,
,F9BE6D21-D0E6-4440-9424-2AB726836274,,,,,,Primary,SHERD,CERAMIC,Medieval,1066,1540,,Summary,,,,,,,,,,,,,,,,
POINT (-0.534790694796792 53.2311466646226),F9C1D911-210A-47C3-BC42-9B96E5E46B8A,,Lincoln Heritage Database Event No,1442,,"""Pipkin, School of Art""",Primary,PIPKIN,CERAMIC,Uncertain,,,"""Pipkin""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9602.06
POINT (-0.543411363977386 53.2296431753506),F9D3E870-33DC-4CD3-8ABB-33908BF6C605,,Lincoln Heritage Database Event No,3111,,"""Roman Tombstone, Newland""",Primary,TOMBSTONE,STONE,Roman,0043,0410,"""Tombstone, inscription ""wholly effaced"". Found in south wall, close to south west angle.""",Summary,497330,371279,,,,,,,,,,,,Chance find,,
POINT (-0.539827417336686 53.2297431596142),FA2EBF81-4A21-4C57-A4D5-67A92E143978,,Lincoln Heritage Database Event No,1580,,"""Roman Samian Ware, St Peter at Arches""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Fragment of Roman samian ware. Form 38""",Summary,497569,371295,,,,,,,,,,,,Chance find,The Collection,375.37
POINT (-0.534790694796792 53.2311466646226),FA387421-8EF0-4CAE-A735-4970B2F3B98D,,Lincoln Heritage Database Event No,1463,,"""Roman Cinerary Urn, School of Art""",Primary,CINERARY VESSEL,CERAMIC,Roman,0043,0410,"""Roman cinerary urn""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9634.06
POINT (-0.548133992568356 53.2361823127036),FBEE5BAA-B7B5-4C02-AF6C-B34F4611C7AA,,Lincoln Heritage Database Event No,10627,,"""Roman Coin, near north wall of colonia""",Primary,COIN,METAL,Roman,0043,0410,"""Find of Roman coin, an imitation dupondius of Claudius, RIC 517,  AD41-54. Exact location not recorded in Archaeological Notes""",Summary,497000,372000,,,,,,,,,,,,Chance find,,
POINT (-0.534790694796792 53.2311466646226),FC871410-ADD9-428F-B278-8395BC84334B,,Lincoln Heritage Database Event No,1429,,"""Roman Urn, School of Art""",Primary,URN,CERAMIC,Roman,0043,0410,"""Roman urn 3 5/8 inches (112mm) high. Very fine ware""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9277.06
POINT (-0.533955083908146 53.2354334387011),FD63C2A9-6D62-4B3E-8C51-74BB5E0FC988,,Lincoln Heritage Database Event No,1544,,"""Roman Box Lid, 18 Eastgate cemetery""",Primary,BOX,BRONZE,Roman,0043,0410,"""Roman bronze box lid""",Summary,497948,371936,,,,,,,,,,,,Chance find,The Collection,1.15
POINT (-0.53837794881705 53.2349124155319),FDB2B0B0-5660-4385-9477-5BE3D9EF8DDB,,Lincoln Heritage Database Event No,1448,,"""Medieval Pitcher, 90 Bailgate""",Primary,PITCHER,CERAMIC,Medieval,1066,1540,"""Large medieval pitcher.""",Summary,497654,371872,,,,,,,,,,,,Chance find,The Collection,9612.06
POINT (-0.53777885775271 53.2300686428939),FEB3285D-7A51-4264-9BBC-8C223BE33276,,Lincoln Heritage Database Event No,1519,,"""Medieval Dish, Co-op Silver Street""",Primary,DISH,CERAMIC,Medieval,1066,1540,"""Part of medieval dish""",Summary,497705,371334,,,,,,,,,,,,Chance find,The Collection,463.11
POINT (-0.53920440942914 53.2357226237165),FEC05226-3FA9-428F-9FF4-A9A729EF8253,,Lincoln Heritage Database Event No,1501,,"""Architectural Fragments, St Paul in the Bail Church""",Primary,ARCHITECTURAL FRAGMENT,STONE,Medieval,1066,1540,"""Various Norman to Decorated moulded stones from the old church""",Summary,497597,371961,,,,,,,,,,,,Chance find,The Collection,54.71
