WKT,ResourceID,External Cross Reference Number,External Cross Reference Source,External Cross Reference Notes,Primary Reference Number Type,Activity Name,Name Type,Site Name,Activity Type,Description,Description Type,Start Date,End Date,xcoord,ycoord,Location of Archive,Archive Reference Number,Compiler,Date of Compilation,Date of Last Update
POINT (-0.538247463997304 53.2343444685277),800c0511-644e-479d-9482-b4cf66018dda,757,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Exchequergate""",Primary,"""Exchequergate""",WATCHING BRIEF,"""A skeleton aligned east-west - head at west -  was found at a depth of 1m below the road surface while excavating to site a Christmas tree. There was no sign of a grave cut or a coffin and the ground material appeared rather disturbed. Beneath the skeleton was a layer of Roman building debris""",Summary,1981-11-24,1981-11-24,497664,371809,Lincoln City and County Museum,,Michael Dore,1994-12-23,2013-09-18
POINT (-0.545516075528939 53.2192588724681),d1cc3748-a1f2-4122-9f7c-a45a86e48ab6,758,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at High Street""",Primary,"""72 High Street""",WATCHING BRIEF,"""The building of an extension at the rear showed a layer of medieval building debris including roof tiles lying above natural sand c 1.2m-1.5m down.  There was no evidence of earlier structures""",Summary,1988-12-19,1988-12-19,497213,370121,Lincoln City and County Museum,,Michael Dore,1994-12-23,2013-09-18
POINT (-0.539030204055101 53.2351181833938),a3229489-2200-4ef2-867a-f27b1c970fcd,759,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Gordon Road""",Primary,"""3 Gordon Road (now 5 Gordon Road)""",WATCHING BRIEF,"""Shallow trenches were cut during the rebuilding of a former building, but as these only reached a maximum depth of 0.60m archaeological levels were not reached""",Summary,1989-01-10,1989-01-10,497610,371894,Lincoln City and County Museum,,Michael Dore,1994-12-23,2013-09-18
POINT (-0.53392259138116 53.2319989963275),746c1dae-dd0c-4f37-a2d0-d8b35bf908d6,760,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Cathedral Street""",Primary,"""Cathedral Street""",WATCHING BRIEF,"""A series of 15 small pits, 1m x 1m x 1m deep, was dug to dispose of modern rubbish (bottles, soft drink cans etc). The excavated material was dark brown mottled silty sand with limestone and slate fragments""",Summary,1989-01-13,1989-01-13,497958,371554,Lincoln City and County Museum,,Michael Dore,1994-12-23,2013-09-18
POINT (-0.534192581073286 53.2333058148146),5d3543ae-4ed7-405a-bd0d-1882d0d54571,761,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Greestone Place""",Primary,"""3 Greestone Place""",WATCHING BRIEF,"""A trench 1m deep was observed which contained mainly dark brown loam throughout except for a hint of a different deposit at the bottom. This could not be confirmed owing to considerable overburden in this area.""",Summary,1989-02-06,1989-02-06,497937,371699,Lincoln City and County Museum,,Michael Dore,1994-12-23,2013-09-18
POINT (-0.533087226101259 53.2288243633742),db075f6e-249e-4bc0-8d77-6f590b21a9a7,762,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at St Rumbolds Street/Croft Street/Rosemary Lane""",Primary,"""YMCA. St Rumbolds Street""",WATCHING BRIEF,"""Recording of foundation trenches for new flats. Record 1 of two. Trenches to a depth of 1.5m revealed no archaeological stratigraphy""",Summary,1989-02-01,1989-02-01,498021,371202,Lincoln City and County Museum,,Michael Dore,1994-12-23,2013-09-18
POINT (-0.533087226101259 53.2288243633742),700e2a2d-c4c5-4c9d-9252-ba0a078616ef,763,Lincoln Heritage Database Events,,Investigative Activity,"""Borehole Survey at St Rumbolds Street/Croft Street/Rosemary Lane""",Primary,"""YMCA St Rumbolds Street""",BOREHOLE SURVEY,"""Recording of foundation trenches for new flats. Record 2 of two. Boreholes showed up to 5m of made ground""",Summary,1989-02-01,1989-02-01,498021,371202,Lincoln City and County Museum,,Michael Dore,1994-12-23,2013-09-18
POINT (-0.53832061742454 53.2321968424816),248854cd-80d0-4d01-8100-7c097646f2b0,764,Lincoln Heritage Database Events,,Investigative Activity,"""Casual Observation at Steep Hill""",Primary,"""63 Steep Hill""",CASUAL OBSERVATION,"""During the excavation of foundation trenches for a rear extension, a number of skeletons were uncovered by workmen, mostly disturbed but two were intact and aligned east-west. A few fragments of stained glass were also found and the burials were thought to be associated with the church of St Cuthbert which stood on this site""",Summary,1973-12-11,1973-12-14,497664,371570,Lincoln City and County Museum,,Michael Dore,1994-12-23,2013-09-18
POINT (-0.535224216034902 53.2324914494265),ce09a96e-75a3-43f8-a1e7-e49ab0684eb4,765,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Lindum Road""",Primary,"""Lincoln College of Art, Greestone Centre, Lindum Road""",WATCHING BRIEF,"""Foundations for a new extension. In the north half of the trench only natural clay was seen but in the southern half some brown loam was encountered in which lay an almost complete Roman pot (?cremation)""",Summary,1989-01-18,1989-01-18,497870,371607,Lincoln City and County Museum,,Michael Dore,1994-12-23,2013-09-18
POINT (-0.539349014928247 53.2345557434809),9091652e-e01c-40d4-b82c-9a5750351f16,766,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at Castle Hill""",Primary,"""Judges Lodgings, Castle  Hill""",WATCHING BRIEF,"""A shallow trench was dug here to depth of 0.60m to check the buildings foundations. Only modern material was visible at this depth""",Summary,1989-03-02,1989-03-02,497590,371831,Lincoln City and County Museum,,Michael Dore,1994-12-23,2013-09-18
POINT (-0.543413317437413 53.2229638963261),a667b471-45fc-4f69-ba40-ca67f90711ab,767,Lincoln Heritage Database Events,,Investigative Activity,"""Watching Brief at High Street""",Primary,"""376A High Street""",WATCHING BRIEF,"""A shallow foundation trench was dug here to a depth of 0.50m, but proved too shallow to reveal any archaeological deposits""",Summary,1989-03-08,1989-03-08,497345,370536,Lincoln City and County Museum,,Michael Dore,1994-12-23,2013-09-18
POINT (-0.54087140170058 53.2298817989254),3bd36ed0-cf17-4fdd-aa38-5888d06ad9bf,768,Lincoln Heritage Database Events,,Investigative Activity,"""Borehole Survey at High Street""",Primary,"""226-231 High Street,  Binns""",BOREHOLE SURVEY,"""Area 1 of two. Alan Wood and Partners of Hull undertook hand auger boring inside the building prior to building work. A depth of 4.25m was reached through mainly made ground""",Summary,1988-12-18,1988-12-23,497499,371309,Lincoln City and County Museum,,Michael Dore,1994-12-23,2013-09-18
POINT (-0.541169073336791 53.2299393802846),5d9a9391-e7e2-4c46-bdf9-27372e881d2e,769,Lincoln Heritage Database Events,,Investigative Activity,"""Borehole Survey at High Street""",Primary,"""226-231 High Street, Binns""",BOREHOLE SURVEY,"""Area 2 of two. Alan Wood and Partners of Hull undertook percussive boring outside the building prior to building work. Made ground was encountered to 4.50m. Below this level wettish sand was encountered. Clay only was found between 11.50 and 15m at the limit of excavation""",Summary,1988-12-18,1988-12-23,497479,371315,Lincoln City and County Museum,,Michael Dore,1994-12-23,2013-09-18
POINT (-0.543512018608262 53.2310917364876),7f571bae-4144-4b10-a233-d55b8ee547a5,770,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Excavation site""",Summary,1970-01-01,1972-12-31,497320,371440,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.543477797726978 53.2312171732062),7f98147a-e0bd-4162-bc27-5f618d75e7d7,771,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Area 1 of sixteen. Area I 1970 excavation""",Summary,1970-01-01,1970-12-31,497322,371454,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.543496128059043 53.2311185112202),1dd43167-dfe1-4e67-9449-93fc8af471f7,772,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Area 2 of sixteen. Area II 1970 excavation""",Summary,1970-01-01,1970-12-31,497321,371443,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.5435251645014 53.2311458349182),1e2b33cf-3b1a-4261-83a4-40ca5e978389,773,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Area 3 of sixteen. Area III 1970 excavation""",Summary,1970-01-01,1970-12-31,497319,371446,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.543586896869515 53.2310926514039),46fad557-edbd-47f7-b517-7e877109f62a,774,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Area 4 of sixteen. Area IV 1970 excavation""",Summary,1970-01-01,1970-12-31,497315,371440,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.543676445860356 53.2311027351494),d03e344d-3479-41ed-9d61-8de55cbc6846,775,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Area 5 of sixteen. Area V 1970 excavation""",Summary,1970-01-01,1970-12-31,497309,371441,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.543856153753402 53.2311049306221),b0c6bd42-5f02-45d7-91f9-24e2ac85141d,776,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Area 6 of sixteen. Area VI 1970 excavation""",Summary,1970-01-01,1970-12-31,497297,371441,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.543346676453745 53.2311076953192),d2333566-ca21-4bf5-84b9-2a1c5e8d04c2,777,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Area 7 of sixteen. Area I 1971 excavation""",Summary,1971-01-01,1971-12-31,497331,371442,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.543332615797889 53.2310805545899),17d05a33-0007-497f-b559-29d4c48c0ed1,778,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Area 8 of sixteen. Area Ia 1971 excavation""",Summary,1971-01-01,1971-12-31,497332,371439,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.543333835796099 53.2310446109636),322d2fa2-61f0-4d2a-afba-0a27ab5c24bc,779,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Area 9 of sixteen. Area II 1971 excavation""",Summary,1971-01-01,1971-12-31,497332,371435,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.543157483592522 53.2309435697395),ae99f77c-ae20-4f8d-9901-e198bdd3d882,780,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Area 10 of sixteen. Area III 1971 excavation""",Summary,1971-01-01,1971-12-31,497344,371424,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.543465261819483 53.2311451029573),1d616e46-3b26-4c5d-9f7e-c83413f53189,781,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Area 11 of sixteen. Area IV 1971 excavation""",Summary,1971-01-01,1971-12-31,497323,371446,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.543470751303798 53.2309833566293),1ee1c8fb-3571-452b-ac6b-2c5ec96f220c,782,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Area 12 of sixteen. Area V 1971 excavation""",Summary,1971-01-01,1971-12-31,497323,371428,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.543367782959852 53.2313686526205),52697d09-d939-4f78-a774-f8ee886b4463,783,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Area 13 of sixteen. Area I 1972 excavation""",Summary,1972-01-01,1972-12-31,497329,371471,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.543314590112924 53.2311702306426),1df0f2fc-deb7-4a63-a210-8165a3a8afd8,784,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Area 14 of sixteen. Area II 1972 excavation""",Summary,1972-01-01,1972-12-31,497333,371449,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.543212810629146 53.2310790904458),fa9284d8-a1a7-4f2f-83b0-2cb475ed0461,785,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Area 15 of sixteen. Area III 1972 excavation""",Summary,1972-01-01,1972-12-31,497340,371439,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.543311845064476 53.231251103799),e2ea8272-9e21-4038-b9b6-27bc17c608e7,786,Lincoln Heritage Database Events,,Investigative Activity,"""Excavation at The Park""",Primary,"""The Park 1970-2""",EXCAVATION,"""Area 16 of sixteen. Area IV 1972 excavation""",Summary,1972-01-01,1972-12-31,497333,371458,Lincoln City and County Museum,102.99,Michael Dore,1995-01-03,2013-09-10
POINT (-0.543393128360548 53.2310633148032),c82d1df3-46c0-40a5-9641-ad9bfd91672f,787,Lincoln Heritage Database Events,,Investigative Activity,"""Building Survey at The Park""",Primary,"""Lower West Gate City Hall""",BUILDING SURVEY,"""Graphic and photographic survey prior to conservation""",Summary,1993-07-30,1993-07-30,497328,371437,Lincoln City and County Museum,43.93,Michael Dore,1995-01-03,1996-02-05
POINT (-0.532810070140612 53.2338641431795),64215c58-df17-4f47-b2c6-aebf51e27c92,788,Lincoln Heritage Database Events,,Investigative Activity,"""Geotechnical Test Pit at Pottergate""",Primary,"""Pottergate 1992""",GEOTECHNICAL TEST PIT,"""Archaeological Evaluation by means of the recording of three geotechnical test pits, Trial Trenches 1-3.""",Summary,1992-07-20,1992-07-20,498028,371763,Lincoln City and County Museum,2005.204,Michael Dore,1995-01-03,2013-09-16
